id_position,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
4239,57,70,68,57,61,213064,57,67,70,61,68,57,60,56,57,67,LB CB ,57,67,70,61,68,57,60,56,57,67,56
4240,64,69,70,63,68,179528,64,66,69,68,70,63,63,63,61,66,CM CDM ,64,66,69,68,70,63,63,63,61,66,63
4241,71,52,58,70,68,182856,71,57,52,68,58,70,70,67,70,60,CAM RM LM ,71,57,52,68,58,70,70,67,70,60,67
4242,62,71,68,61,63,214601,62,70,71,63,68,61,63,61,62,69,CB RB ,62,70,71,63,68,61,63,61,62,69,61
4243,57,70,67,57,60,224841,57,70,70,60,67,57,61,56,59,70,RB ,57,70,70,60,67,57,61,56,59,70,56
4244,48,70,64,47,54,160073,48,63,70,54,64,47,49,51,47,61,CB ,48,63,70,54,64,47,49,51,47,61,51
4245,70,43,50,71,63,167753,70,50,43,63,50,71,70,70,71,53,LM ST ,70,50,43,63,50,71,70,70,71,53,70
4246,50,70,64,49,54,188234,50,59,70,54,64,49,48,51,47,57,CB ,50,59,70,54,64,49,48,51,47,57,51
4247,68,65,70,66,70,162891,68,68,65,70,70,66,68,64,67,69,CM ,68,68,65,70,70,66,68,64,67,69,64
4248,62,67,65,61,62,189003,62,70,67,62,65,61,65,59,64,70,RB ,62,70,67,62,65,61,65,59,64,70,59
4249,62,70,70,60,66,145996,62,67,70,66,70,60,61,58,59,67,CDM ,62,67,70,66,70,60,61,58,59,67,58
4250,50,70,65,49,55,172620,50,64,70,55,65,49,51,51,49,62,CB ,50,64,70,55,65,49,51,51,49,62,51
4251,70,46,52,70,64,228173,70,52,46,64,52,70,70,69,71,55,LM RM ,70,52,46,64,52,70,70,69,71,55,69
4252,68,66,70,66,70,196942,68,68,66,70,70,66,68,65,67,69,CDM ,68,68,66,70,70,66,68,65,67,69,65
4253,63,46,46,66,57,214350,63,46,46,57,46,66,61,70,63,48,ST ,63,46,46,57,46,66,61,70,63,48,70
4254,65,42,45,69,58,215374,65,48,42,58,45,69,67,70,68,50,ST ,65,48,42,58,45,69,67,70,68,50,70
4255,67,69,70,67,69,228942,67,70,69,69,70,67,68,65,67,70,RM RB LB ,67,70,69,69,70,67,68,65,67,70,65
4256,52,70,65,52,57,187982,52,61,70,57,65,52,52,54,49,60,CB ,52,61,70,57,65,52,52,54,49,60,54
4257,64,70,70,64,67,212047,64,68,70,67,70,64,63,65,63,67,CM CDM ,64,68,70,67,70,64,63,65,63,67,65
4258,69,56,61,68,66,217167,69,64,56,66,61,68,70,65,70,65,RM LM ,69,64,56,66,61,68,70,65,70,65,65
4259,63,70,69,63,66,199761,63,70,70,66,69,63,64,63,62,69,CB ,63,70,70,66,69,63,64,63,62,69,63
4260,64,48,48,67,58,192337,64,50,48,58,48,67,64,70,66,52,ST ,64,50,48,58,48,67,64,70,66,52,70
4261,65,43,47,68,59,221266,65,48,43,59,47,68,66,70,67,51,ST ,65,48,43,59,47,68,66,70,67,51,70
4262,61,70,70,59,65,225106,61,68,70,65,70,59,62,56,58,68,RB CB ,61,68,70,65,70,59,62,56,58,68,56
4263,67,46,53,68,63,176210,67,54,46,63,53,68,70,68,70,57,ST LM RM ,67,54,46,63,53,68,70,68,70,57,68
4264,71,45,52,71,66,180818,71,49,45,66,52,71,70,70,70,53,ST ,71,49,45,66,52,71,70,70,70,53,70
4265,70,46,54,69,65,200275,70,53,46,65,54,69,70,65,70,56,LM ,70,53,46,65,54,69,70,65,70,56,65
4266,,,,,,201299,,,,,,,,,,,GK ,,,,,,,,,,,
4267,55,70,67,55,60,203859,55,63,70,60,67,55,54,58,52,61,CB ,55,63,70,60,67,55,54,58,52,61,58
4268,62,70,70,60,66,160083,62,67,70,66,70,60,62,59,60,67,CDM ,62,67,70,66,70,60,62,59,60,67,59
4269,60,66,66,58,61,231507,60,70,66,61,66,58,64,52,62,71,LB ,60,70,66,61,66,58,64,52,62,71,52
4270,68,68,71,67,70,189779,68,70,68,70,71,67,68,65,67,70,CDM CM ,68,70,68,70,71,67,68,65,67,70,65
4271,51,70,65,52,55,199508,51,66,70,55,65,52,55,54,53,65,CB ,51,66,70,55,65,52,55,54,53,65,54
4272,70,37,47,70,63,204372,70,46,37,63,47,70,70,67,71,51,CAM RM ,70,46,37,63,47,70,70,67,71,51,67
4273,,,,,,185172,,,,,,,,,,,GK ,,,,,,,,,,,
4274,70,69,70,70,71,190549,70,68,69,71,70,70,69,70,69,69,CM CAM ,70,68,69,71,70,70,69,70,69,69,70
4275,55,70,68,54,60,198230,55,65,70,60,68,54,57,54,52,64,CB ,55,65,70,60,68,54,57,54,52,64,54
4276,69,69,69,69,70,205654,69,68,69,70,69,69,69,69,68,68,CAM RM CM ,69,68,69,70,69,69,69,69,68,68,69
4277,59,70,68,59,62,208470,59,70,70,62,68,59,63,57,61,70,LB ,59,70,70,62,68,59,63,57,61,70,57
4278,70,43,52,69,65,230486,70,52,43,65,52,69,71,65,71,56,RM CAM ,70,52,43,65,52,69,71,65,71,56,65
4279,47,70,65,46,53,172886,47,63,70,53,65,46,48,47,45,61,CB ,47,63,70,53,65,46,48,47,45,61,47
4280,70,57,60,70,67,203863,70,61,57,67,60,70,69,67,70,62,LM CM CAM ,70,61,57,67,60,70,69,67,70,62,67
4281,64,69,67,64,64,213591,64,70,69,64,67,64,66,65,65,70,LB ,64,70,69,64,67,64,66,65,65,70,65
4282,65,46,50,66,60,169815,65,45,46,60,50,66,64,70,66,48,ST ,65,45,46,60,50,66,64,70,66,48,70
4283,62,70,70,61,65,182103,62,69,70,65,70,61,63,60,62,69,CM CDM ,62,69,70,65,70,61,63,60,62,69,60
4284,70,65,68,68,70,203864,70,65,65,70,68,68,68,65,68,66,CDM CM ,70,65,65,70,68,68,68,65,68,66,65
4285,,,,,,219736,,,,,,,,,,,GK ,,,,,,,,,,,
4286,68,58,62,69,66,157528,68,63,58,66,62,69,70,69,70,65,RM CM LM ,68,63,58,66,62,69,70,69,70,65,69
4287,64,45,48,67,60,210521,64,48,45,60,48,67,64,70,64,50,ST ,64,48,45,60,48,67,64,70,64,50,70
4288,,,,,,173401,,,,,,,,,,,GK ,,,,,,,,,,,
4289,55,70,67,54,60,150106,55,65,70,60,67,54,55,56,54,64,CB ,55,65,70,60,67,54,55,56,54,64,56
4290,66,68,70,64,68,160090,66,67,68,68,70,64,63,65,63,66,CDM ,66,67,68,68,70,64,63,65,63,66,65
4291,66,71,69,67,68,164954,66,70,71,68,69,67,68,68,66,70,LB ,66,70,71,68,69,67,68,68,66,70,68
4292,69,51,56,70,66,184154,69,54,51,66,56,70,70,69,70,57,CF RM ,69,54,51,66,56,70,70,69,70,57,69
4293,58,69,70,54,64,200539,58,67,69,64,70,54,58,51,54,66,CM CB CDM ,58,67,69,64,70,54,58,51,54,66,51
4294,71,51,62,68,70,220763,71,58,51,70,62,68,70,62,69,62,LM CAM CM ,71,58,51,70,62,68,70,62,69,62,62
4295,60,69,70,59,64,230235,60,69,69,64,70,59,61,58,60,68,CM CDM ,60,69,69,64,70,59,61,58,60,68,58
4296,68,71,71,68,70,173147,68,71,71,70,71,68,68,67,68,71,RB CM ,68,71,71,70,71,68,68,67,68,71,67
4297,64,67,67,64,64,200796,64,70,67,64,67,64,67,61,66,71,RM RB ,64,70,67,64,67,64,67,61,66,71,61
4298,44,70,63,44,50,176732,44,63,70,50,63,44,46,47,44,60,CB ,44,63,70,50,63,44,46,47,44,60,47
4299,69,60,66,67,70,49756,69,61,60,70,66,67,68,66,67,63,CM ,69,61,60,70,66,67,68,66,67,63,66
4300,61,72,70,61,65,160093,61,71,72,65,70,61,65,59,62,71,LB CDM ,61,71,72,65,70,61,65,59,62,71,59
4301,72,63,70,70,72,167005,72,67,63,72,70,70,71,64,71,69,CM CDM ,72,67,63,72,70,70,71,64,71,69,64
4302,69,41,51,68,65,207454,69,53,41,65,51,68,70,64,70,57,RM LM ,69,53,41,65,51,68,70,64,70,57,64
4303,69,60,67,65,70,219998,69,66,60,70,67,65,69,58,68,69,CDM CM ,69,66,60,70,67,65,69,58,68,69,58
4304,68,43,51,67,62,185438,68,52,43,62,51,67,70,63,70,56,RM ,68,52,43,62,51,67,70,63,70,56,63
4305,67,67,68,65,67,198751,67,70,67,67,68,65,71,62,68,71,RB ,67,70,67,67,68,65,71,62,68,71,62
4306,53,72,70,52,61,215391,53,65,72,61,70,52,53,54,49,64,CDM ,53,65,72,61,70,52,53,54,49,64,54
4307,71,55,64,68,70,221279,71,64,55,70,64,68,70,63,70,66,CDM CAM CM ,71,64,55,70,64,68,70,63,70,66,63
4308,,,,,,232543,,,,,,,,,,,GK ,,,,,,,,,,,
4309,66,68,69,65,67,167519,66,70,68,67,69,65,68,63,66,70,RM RWB RB ,66,70,68,67,69,65,68,63,66,70,63
4310,64,66,70,61,68,225120,64,64,66,68,70,61,62,59,60,65,CM CDM ,64,64,66,68,70,61,62,59,60,65,59
4311,70,66,68,68,69,192608,70,69,66,69,68,68,70,63,69,69,RM LB LM ,70,69,66,69,68,68,70,63,69,69,63
4312,53,70,66,52,58,121185,53,63,70,58,66,52,54,54,51,62,CB ,53,63,70,58,66,52,54,54,51,62,54
4313,68,50,53,70,64,199266,68,51,50,64,53,70,67,70,68,53,LM CAM ST ,68,51,50,64,53,70,67,70,68,53,70
4314,70,45,50,71,65,223074,70,51,45,65,50,71,70,70,71,54,RM ,70,51,45,65,50,71,70,70,71,54,70
4315,55,70,67,54,60,199779,55,64,70,60,67,54,55,54,53,62,CDM CB ,55,64,70,60,67,54,55,54,53,62,54
4316,45,70,63,47,51,203363,45,63,70,51,63,47,47,52,45,60,CB ,45,63,70,51,63,47,47,52,45,60,52
4317,60,71,69,59,63,183395,60,70,71,63,69,59,64,58,61,70,LB ,60,70,71,63,69,59,64,58,61,70,58
4318,58,73,70,57,62,191843,58,68,73,62,70,57,58,57,56,67,CM CDM ,58,68,73,62,70,57,58,57,56,67,57
4319,60,67,67,59,63,218981,60,70,67,63,67,59,66,57,61,70,RWB RB ,60,70,67,63,67,59,66,57,61,70,57
4320,63,67,69,62,65,229221,63,70,67,65,69,62,67,57,65,71,RB ,63,70,67,65,69,62,67,57,65,71,57
4321,,,,,,183141,,,,,,,,,,,GK ,,,,,,,,,,,
4322,,,,,,191589,,,,,,,,,,,GK ,,,,,,,,,,,
4323,62,70,69,61,66,226662,62,70,70,66,69,61,66,58,62,69,CM RB ,62,70,70,66,69,61,66,58,62,69,58
4324,,,,,,178022,,,,,,,,,,,GK ,,,,,,,,,,,
4325,70,64,68,69,70,218471,70,68,64,70,68,69,70,66,69,69,CM LM ,70,68,64,70,68,69,70,66,69,69,66
4326,68,66,69,66,69,224103,68,70,66,69,69,66,70,62,68,71,CM CDM RB ,68,70,66,69,69,66,70,62,68,71,62
4327,57,69,64,60,57,228967,57,70,69,57,64,60,61,59,61,70,RB ,57,70,69,57,64,60,61,59,61,70,59
4328,67,50,55,69,63,235623,67,57,50,63,55,69,70,66,70,60,CAM RW RM ,67,57,50,63,55,69,70,66,70,60,66
4329,,,,,,173415,,,,,,,,,,,GK ,,,,,,,,,,,
4330,49,70,66,48,55,191079,49,61,70,55,66,48,48,49,45,59,CB ,49,61,70,55,66,48,48,49,45,59,49
4331,61,71,70,60,65,195687,61,66,71,65,70,60,60,58,59,66,CM CDM ,61,66,71,65,70,60,60,58,59,66,58
4332,49,70,66,47,56,208232,49,61,70,56,66,47,49,49,46,59,CB ,49,61,70,56,66,47,49,49,46,59,49
4333,66,70,70,66,67,215144,66,70,70,67,70,66,67,65,66,70,LB ,66,70,70,67,70,66,67,65,66,70,65
4334,69,64,69,68,70,159080,69,67,64,70,69,68,68,67,68,68,CM ,69,67,64,70,69,68,68,67,68,68,67
4335,70,41,51,69,65,160104,70,51,41,65,51,69,69,64,70,54,CAM ,70,51,41,65,51,69,69,64,70,54,64
4336,67,40,45,67,61,136553,67,43,40,61,45,67,66,69,67,46,ST ,67,43,40,61,45,67,66,69,67,46,69
4337,67,72,72,67,70,210281,67,67,72,70,72,67,65,67,64,67,CDM CM ,67,67,72,70,72,67,65,67,64,67,67
4338,62,66,66,60,63,183145,62,70,66,63,66,60,66,58,64,71,RB ,62,70,66,63,66,60,66,58,64,71,58
4339,53,70,66,53,58,198250,53,67,70,58,66,53,56,55,52,65,CB ,53,67,70,58,66,53,56,55,52,65,55
4340,70,42,52,68,65,220522,70,51,42,65,52,68,70,63,69,55,CF RM CAM ,70,51,42,65,52,68,70,63,69,55,63
4341,70,43,49,71,63,231530,70,51,43,63,49,71,70,70,71,53,RM ST LM ,70,51,43,63,49,71,70,70,71,53,70
4342,64,53,53,66,61,162411,64,49,53,61,53,66,62,70,64,51,ST ,64,49,53,61,53,66,62,70,64,51,70
4343,68,38,47,67,62,204908,68,50,38,62,47,67,70,61,70,55,RM ,68,50,38,62,47,67,70,61,70,55,61
4344,70,41,50,70,64,216428,70,51,41,64,50,70,70,65,71,54,LM CAM ,70,51,41,64,50,70,70,65,71,54,65
4345,71,36,47,70,64,222060,71,45,36,64,47,70,70,66,71,50,CAM LW ,71,45,36,64,47,70,70,66,71,50,66
4346,68,61,67,67,70,199277,68,64,61,70,67,67,68,64,67,66,LM RM CAM CM ,68,64,61,70,67,67,68,64,67,66,64
4347,64,69,69,62,66,169069,64,70,69,66,69,62,66,59,64,71,RB ,64,70,69,66,69,62,66,59,64,71,59
4348,63,72,70,62,66,172141,63,65,72,66,70,62,61,64,60,65,CB CM CDM ,63,65,72,66,70,62,61,64,60,65,64
4349,67,50,52,69,62,217710,67,52,50,62,52,69,67,70,68,53,LW ST ,67,52,50,62,52,69,67,70,68,53,70
4350,67,45,50,69,61,192110,67,53,45,61,50,69,70,70,71,56,RM CAM RW ,67,53,45,61,50,69,70,70,71,56,70
4351,,,,,,198511,,,,,,,,,,,GK ,,,,,,,,,,,
4352,63,43,44,67,55,185199,63,43,43,55,44,67,62,70,65,45,ST ,63,43,43,55,44,67,62,70,65,45,70
4353,68,67,70,66,70,194927,68,68,67,70,70,66,68,64,67,69,CM CDM ,68,68,67,70,70,66,68,64,67,69,64
4354,65,69,68,66,65,198000,65,70,69,65,68,66,67,66,66,70,CB LM LWB LB ,65,70,69,65,68,66,67,66,66,70,66
4355,70,61,66,69,69,222832,70,65,61,69,66,69,70,65,69,66,CM LM ,70,65,61,69,66,69,70,65,69,66,65
4356,70,41,54,67,69,29552,70,47,41,69,54,67,66,63,67,52,CAM ,70,47,41,69,54,67,66,63,67,52,63
4357,,,,,,198513,,,,,,,,,,,GK ,,,,,,,,,,,
4358,59,69,68,56,63,199537,59,70,69,63,68,56,63,53,60,70,RB ,59,70,69,63,68,56,63,53,60,70,53
4359,71,45,51,72,65,203377,71,49,45,65,51,72,70,70,72,52,LM ,71,49,45,65,51,72,70,70,72,52,70
4360,71,60,64,71,70,142705,71,61,60,70,64,71,70,70,71,64,RM CM LM ,71,61,60,70,64,71,70,70,71,64,70
4361,63,42,44,67,56,221553,63,45,42,56,44,67,62,70,63,46,ST ,63,45,42,56,44,67,62,70,63,46,70
4362,57,70,71,53,63,225137,57,69,70,63,71,53,58,49,53,67,CB ,57,69,70,63,71,53,58,49,53,67,49
4363,62,69,70,62,65,199282,62,69,69,65,70,62,63,60,62,70,CDM ,62,69,69,65,70,62,63,60,62,70,60
4364,69,49,56,69,64,217714,69,58,49,64,56,69,70,65,71,61,RW RM ,69,58,49,64,56,69,70,65,71,61,65
4365,66,47,49,69,59,169586,66,51,47,59,49,69,67,70,69,53,ST ,66,51,47,59,49,69,67,70,69,53,70
4366,70,60,61,70,65,177522,70,62,60,65,61,70,70,67,71,64,RM ,70,62,60,65,61,70,70,67,71,64,67
4367,70,43,50,71,65,192370,70,50,43,65,50,71,70,69,71,53,CAM ,70,50,43,65,50,71,70,69,71,53,69
4368,70,48,53,71,65,205427,70,52,48,65,53,71,70,71,71,55,RW ST RM ,70,52,48,65,53,71,70,71,71,55,71
4369,71,63,68,70,72,215155,71,66,63,72,68,70,70,67,70,67,CM RM ,71,66,63,72,68,70,70,67,70,67,67
4370,68,67,69,68,69,200820,68,70,67,69,69,68,70,66,69,71,LWB LB ,68,70,67,69,69,68,70,66,69,71,66
4371,69,47,53,69,64,214388,69,51,47,64,53,69,70,68,70,54,CAM RW RM ,69,51,47,64,53,69,70,68,70,54,68
4372,69,42,49,70,60,234612,69,52,42,60,49,70,70,67,72,55,LW RM ,69,52,42,60,49,70,70,67,72,55,67
4373,63,71,70,62,66,215157,63,70,71,66,70,62,65,60,62,69,CDM ,63,70,71,66,70,62,65,60,62,69,60
4374,68,67,67,69,67,167797,68,70,67,67,67,69,71,68,70,71,RWB RM RB ,68,70,67,67,67,69,71,68,70,71,68
4375,66,68,69,66,67,189557,66,70,68,67,69,66,70,65,68,71,RB RM ,66,70,68,67,69,66,70,65,68,71,65
4376,61,70,67,61,62,193141,61,70,70,62,67,61,64,61,62,69,RB ,61,70,70,62,67,61,64,61,62,69,61
4377,63,42,43,67,54,213110,63,45,42,54,43,67,63,70,66,48,ST ,63,45,42,54,43,67,63,70,66,48,70
4378,67,66,70,65,71,164470,67,64,66,71,70,65,65,64,64,66,CDM ,67,64,66,71,70,65,65,64,64,66,64
4379,71,50,55,71,67,175990,71,53,50,67,55,71,70,70,70,56,CAM ST CF ,71,53,50,67,55,71,70,70,70,56,70
4380,51,70,66,50,56,211063,51,63,70,56,66,50,51,52,48,61,CDM CB ,51,63,70,56,66,50,51,52,48,61,52
4381,70,51,56,69,66,230263,70,60,51,66,56,69,71,65,71,62,CAM ,70,60,51,66,56,69,71,65,71,62,65
4382,70,69,70,70,70,186999,70,69,69,70,70,70,70,70,69,70,CAM CM ,70,69,69,70,70,70,70,70,69,70,70
4383,,,,,,197496,,,,,,,,,,,GK ,,,,,,,,,,,
4384,70,49,56,69,66,198776,70,54,49,66,56,69,70,65,70,58,CM CAM ,70,54,49,66,56,69,70,65,70,58,65
4385,64,70,70,61,67,199288,64,68,70,67,70,61,63,59,61,68,CDM ,64,68,70,67,70,61,63,59,61,68,59
4386,66,66,70,65,69,135032,66,64,66,69,70,65,64,62,64,66,CAM CDM ,66,64,66,69,70,65,64,62,64,66,62
4387,64,68,67,65,65,212088,64,70,68,65,67,65,66,65,66,70,LB ,64,70,68,65,67,65,66,65,66,70,65
4388,70,61,66,67,70,226168,70,61,61,70,66,67,68,63,67,63,CDM CAM CM ,70,61,61,70,66,67,68,63,67,63,63
4389,43,70,62,43,49,175736,43,60,70,49,62,43,44,47,41,57,CB ,43,60,70,49,62,43,44,47,41,57,47
4390,57,68,67,55,62,225145,57,70,68,62,67,55,62,51,59,70,RWB CB RB ,57,70,68,62,67,55,62,51,59,70,51
4391,,,,,,231545,,,,,,,,,,,GK ,,,,,,,,,,,
4392,69,65,69,67,70,169593,69,69,65,70,69,67,70,65,68,70,CM ,69,69,65,70,69,67,70,65,68,70,65
4393,66,39,44,69,59,189561,66,46,39,59,44,69,68,70,69,49,LM RM ST ,66,46,39,59,44,69,68,70,69,49,70
4394,70,44,56,69,68,196217,70,51,44,68,56,69,69,66,69,55,CAM ,70,51,44,68,56,69,69,66,69,55,66
4395,70,53,58,70,67,208250,70,55,53,67,58,70,69,70,69,57,ST RM CAM ,70,55,53,67,58,70,69,70,69,57,70
4396,70,53,58,69,66,218746,70,58,53,66,58,69,68,66,69,60,RM ST CAM ,70,58,53,66,58,69,68,66,69,60,66
4397,68,49,53,69,63,219514,68,49,49,63,53,69,67,70,67,52,ST ,68,49,49,63,53,69,67,70,67,52,70
4398,70,56,61,68,67,230266,70,63,56,67,61,68,72,63,71,65,RB CAM ,70,63,56,67,61,68,72,63,71,65,63
4399,70,46,55,68,65,230522,70,57,46,65,55,68,72,63,71,60,CF CAM ,70,57,46,65,55,68,72,63,71,60,63
4400,69,52,58,69,66,173434,69,58,52,66,58,69,70,67,70,60,RM ,69,58,52,66,58,69,70,67,70,60,67
4401,70,52,61,68,70,192634,70,57,52,70,61,68,70,65,69,61,RM LM ,70,57,52,70,61,68,70,65,69,61,65
4402,,,,,,200059,,,,,,,,,,,GK ,,,,,,,,,,,
4403,58,70,68,56,62,165243,58,66,70,62,68,56,59,57,57,66,CB ,58,66,70,62,68,56,59,57,57,66,57
4404,70,45,51,70,64,189819,70,52,45,64,51,70,70,67,71,54,CAM RM ,70,52,45,64,51,70,70,67,71,54,67
4405,66,49,52,68,63,211068,66,51,49,63,52,68,66,70,66,53,LM ST ,66,51,49,63,52,68,66,70,66,53,70
4406,70,45,53,68,66,175996,70,52,45,66,53,68,70,63,70,56,CM CAM ,70,52,45,66,53,68,70,63,70,56,63
4407,67,53,56,69,64,168317,67,50,53,64,56,69,65,70,66,52,ST ,67,50,53,64,56,69,65,70,66,52,70
4408,71,62,66,69,70,188541,71,65,62,70,66,69,71,67,69,66,RB RM CM ,71,65,62,70,66,69,71,67,69,66,67
4409,64,38,40,67,54,189053,64,42,38,54,40,67,63,70,65,44,ST ,64,42,38,54,40,67,63,70,65,44,70
4410,62,71,71,61,66,143742,62,70,71,66,71,61,65,60,62,70,RB ,62,70,71,66,71,61,65,60,62,70,60
4411,71,54,62,69,70,229758,71,59,54,70,62,69,70,64,69,61,CM ,71,59,54,70,62,69,70,64,69,61,64
4412,69,44,51,70,63,192126,69,49,44,63,51,70,70,70,71,53,RM LM ,69,49,44,63,51,70,70,70,71,53,70
4413,64,70,70,62,67,196991,64,69,70,67,70,62,65,61,63,69,CM CDM ,64,69,70,67,70,62,65,61,63,69,61
4414,46,70,65,46,53,212607,46,61,70,53,65,46,44,52,42,58,CB ,46,61,70,53,65,46,44,52,42,58,52
4415,60,73,68,59,61,214911,60,70,73,61,68,59,62,59,61,69,CB LB ,60,70,73,61,68,59,62,59,61,69,59
4416,68,37,44,69,60,216447,68,49,37,60,44,69,70,66,71,53,CAM RM LM ,68,49,37,60,44,69,70,66,71,53,66
4417,70,64,68,68,70,225151,70,64,64,70,68,68,68,62,68,65,CAM CDM CM ,70,64,64,70,68,68,68,62,68,65,62
4418,,,,,,161663,,,,,,,,,,,GK ,,,,,,,,,,,
4419,57,70,69,54,62,169343,57,67,70,62,69,54,57,54,54,66,CB ,57,67,70,62,69,54,57,54,54,66,54
4420,69,36,48,67,63,233600,69,48,36,63,48,67,70,61,70,53,CAM LM RM ,69,48,36,63,48,67,70,61,70,53,61
4421,45,70,65,43,52,179840,45,66,70,52,65,43,47,44,43,63,CDM CB ,45,66,70,52,65,43,47,44,43,63,44
4422,67,67,69,65,69,192128,67,70,67,69,69,65,69,61,67,71,LB ,67,70,67,69,69,65,69,61,67,71,61
4423,70,56,63,69,69,224385,70,63,56,69,63,69,70,65,70,65,CDM CM CAM LM ,70,63,56,69,63,69,70,65,70,65,65
4424,73,49,57,73,69,163713,73,56,49,69,57,73,71,70,72,58,CF ST ,73,56,49,69,57,73,71,70,72,58,70
4425,64,45,46,67,56,201346,64,45,45,56,46,67,62,70,65,47,ST ,64,45,45,56,46,67,62,70,65,47,70
4426,57,72,68,57,60,207746,57,70,72,60,68,57,62,57,59,70,CB RB ,57,70,72,60,68,57,62,57,59,70,57
4427,66,70,70,65,67,230530,66,69,70,67,70,65,64,65,64,69,RB CDM ,66,69,70,67,70,65,64,65,64,69,65
4428,70,43,48,72,62,177282,70,51,43,62,48,72,70,70,72,54,CAM CF RM ,70,51,43,62,48,72,70,70,72,54,70
4429,64,68,67,64,64,230019,64,70,68,64,67,64,67,63,66,70,LB ,64,70,68,64,67,64,67,63,66,70,63
4430,70,40,50,69,66,230275,70,46,40,66,50,69,69,67,69,51,RM CAM ,70,46,40,66,50,69,69,67,69,51,67
4431,67,40,43,69,59,205188,67,44,40,59,43,69,67,70,68,47,ST ,67,44,40,59,43,69,67,70,68,47,70
4432,,,,,,164484,,,,,,,,,,,GK ,,,,,,,,,,,
4433,70,44,57,68,70,236164,70,51,44,70,57,68,69,65,68,56,CM CAM ,70,51,44,70,57,68,69,65,68,56,65
4434,69,69,72,67,71,183940,69,70,69,71,72,67,69,63,67,71,LB CDM RB ,69,70,69,71,72,67,69,63,67,71,63
4435,68,48,53,70,63,176773,68,55,48,63,53,70,70,69,70,58,RM ST LM ,68,55,48,63,53,70,70,69,70,58,69
4436,57,70,68,55,63,187013,57,66,70,63,68,55,57,55,54,65,CB ,57,66,70,63,68,55,57,55,54,65,55
4437,68,62,62,69,65,189573,68,63,62,65,62,69,69,70,70,64,RM LM ST ,68,63,62,65,62,69,69,70,70,64,70
4438,70,49,54,70,65,199302,70,54,49,65,54,70,70,70,71,57,CAM ,70,54,49,65,54,70,70,70,71,57,70
4439,68,52,56,69,63,202374,68,62,52,63,56,69,70,66,71,63,LW RW ,68,62,52,63,56,69,70,66,71,63,66
4440,69,62,62,70,65,176007,69,64,62,65,62,70,70,68,70,65,CAM LM RM ,69,64,62,65,62,70,70,68,70,65,68
4441,55,70,66,55,58,204936,55,67,70,58,66,55,58,58,56,66,CB ,55,67,70,58,66,55,58,58,56,66,58
4442,,,,,,178312,,,,,,,,,,,GK ,,,,,,,,,,,
4443,46,70,64,46,51,172425,46,62,70,51,64,46,48,48,45,59,CB ,46,62,70,51,64,46,48,48,45,59,48
4444,70,45,54,69,66,175753,70,51,45,66,54,69,70,64,70,55,RM LM ,70,51,45,66,54,69,70,64,70,55,64
4445,70,57,62,70,69,177802,70,60,57,69,62,70,68,67,69,62,CF CM ST CAM ,70,60,57,69,62,70,68,67,69,62,67
4446,70,55,59,71,67,204171,70,58,55,67,59,71,70,71,70,60,ST CAM ,70,58,55,67,59,71,70,71,70,60,71
4447,42,70,62,41,49,205451,42,60,70,49,62,41,42,45,39,57,CB ,42,60,70,49,62,41,42,45,39,57,45
4448,61,43,43,65,54,212107,61,40,43,54,43,65,58,70,61,41,ST ,61,40,43,54,43,65,58,70,61,41,70
4449,64,38,43,67,57,228748,64,42,38,57,43,67,64,70,66,45,ST ,64,42,38,57,43,67,64,70,66,45,70
4450,67,73,70,67,68,184972,67,67,73,68,70,67,66,70,66,67,CB CM CDM ,67,67,73,68,70,67,66,70,66,67,70
4451,65,68,67,65,65,221582,65,70,68,65,67,65,68,65,66,70,RB ,65,70,68,65,67,65,68,65,66,70,65
4452,43,70,61,45,47,224142,43,62,70,47,61,45,42,49,42,58,CB ,43,62,70,47,61,45,42,49,42,58,49
4453,,,,,,120718,,,,,,,,,,,GK ,,,,,,,,,,,
4454,66,72,71,67,70,137359,66,67,72,70,71,67,66,69,64,67,CAM CB CM ,66,67,72,70,71,67,66,69,64,67,69
4455,68,53,60,68,66,214671,68,62,53,66,60,68,70,66,70,65,RM LM ,68,62,53,66,60,68,70,66,70,65,66
4456,63,70,69,62,66,150415,63,69,70,66,69,62,64,62,63,68,RB CB ,63,69,70,66,69,62,64,62,63,68,62
4457,52,70,70,50,59,231823,52,66,70,59,70,50,53,49,50,64,CB ,52,66,70,59,70,50,53,49,50,64,49
4458,70,58,62,69,67,236175,70,60,58,67,62,69,67,67,68,61,CAM ,70,60,58,67,62,69,67,67,68,61,67
4459,58,70,68,56,61,193679,58,68,70,61,68,56,60,54,58,67,CB ,58,68,70,61,68,56,60,54,58,67,54
4460,55,70,65,57,57,211856,55,68,70,57,65,57,59,59,57,67,RB CB ,55,68,70,57,65,57,59,59,57,67,59
4461,68,48,53,69,65,199569,68,52,48,65,53,69,68,70,69,54,ST ,68,52,48,65,53,69,68,70,69,54,70
4462,69,42,47,71,61,210321,69,47,42,61,47,71,69,70,71,50,ST LW ,69,47,42,61,47,71,69,70,71,50,70
4463,70,44,52,70,66,199058,70,52,44,66,52,70,70,69,70,55,CM CAM LM RM ,70,52,44,66,52,70,70,69,70,55,69
